
______________________________________________________________________

HWSync1 -SimSyA- 30/04/2015 16:58:51,19927

<TDX N°1>	<TDX N°2>	<TDX N°3>	<TDX N°4>	<TDX N°5>	<TDX N°6>	<TDX N°7>	<TDX N°8>	<TDX N°9>	<TDX N°10>	<TDX N°11>	<TDX N°12>	<TDX N°13>	<TDX N°14>	<TDX N°15>	<TDX N°16>
+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000
+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000
+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000
+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000
+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000
+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000
+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000
+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000
+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000
+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000
+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000
+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000
-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000
-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000
-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000
-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000
-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000
-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000
-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000
-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000
-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000
-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000
-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000
-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000
-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000
-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000
-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000
-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000
-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000
-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000
-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000
-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000
-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000
-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000
-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000
-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000
-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000
-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000
-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000	-00,240000
-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000	-00,230000
-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000	-00,220000
-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000	-00,210000
-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000	-00,200000
-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000	-00,190000
-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000	-00,180000
-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000	-00,170000
-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000	-00,160000
-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000	-00,150000
-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000	-00,140000
-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000	-00,130000
-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000	-00,120000
-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000	-00,110000
-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000	-00,100000
-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000	-00,090000
-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000	-00,080000
-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000	-00,070000
-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000	-00,060000
-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000	-00,050000
-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000	-00,040000
-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000	-00,030000
-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000	-00,020000
-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000	-00,010000
-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000	-00,000000
+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000
+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000
 30/04/2015 16:59:01,86588
Tiempo de Adquisición: 10,666610 [seg]
Cantidad de Muestras: 103 [muestras]
Tasa de Muestreo: 9,656302 [muestras/seg]

______________________________________________________________________

HWSync3 -SimSyA- 30/04/2015 16:58:51,19927

<TDX N°1>	<TDX N°2>	<TDX N°3>	<TDX N°4>	<TDX N°5>	<TDX N°6>	<TDX N°7>	<TDX N°8>	<TDX N°9>	<TDX N°10>	<TDX N°11>	<TDX N°12>	<TDX N°13>	<TDX N°14>	<TDX N°15>	<TDX N°16>

+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000	+00,010000
+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000	+00,020000
+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000	+00,030000
+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000	+00,040000
+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000	+00,050000
+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000	+00,060000
+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000	+00,070000
+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000	+00,080000
+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000	+00,090000
+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000	+00,100000
+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000	+00,110000
+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000	+00,120000
+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000	+00,130000
+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000	+00,140000
+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000	+00,150000
+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000	+00,160000
+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000	+00,170000
+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000	+00,180000
+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000	+00,190000
+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000	+00,200000
+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000	+00,210000
+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000	+00,220000
+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000	+00,230000
+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000	+00,240000
+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000	+00,250000
+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000	+00,260000
+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000	+00,270000
+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000	+00,280000
+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000	+00,290000
+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000	+00,300000
+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000	+00,310000
+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000	+00,320000
+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000	+00,330000
+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000	+00,340000
+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000	+00,350000
+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000	+00,360000
+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000	+00,370000
+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000	+00,380000
+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000	+00,390000
+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000	+00,400000
+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000	+00,410000
+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000	+00,420000
+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000	+00,430000
+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000	+00,440000
+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000	+00,450000
+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000	+00,460000
+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000	+00,470000
+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000	+00,480000
+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000	+00,490000
+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000	+00,500000
-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000	-00,500000
-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000	-00,490000
-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000	-00,480000
-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000	-00,470000
-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000	-00,460000
-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000	-00,450000
-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000	-00,440000
-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000	-00,430000
-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000	-00,420000
-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000	-00,410000
-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000	-00,400000
-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000	-00,390000
-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000	-00,380000
-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000	-00,370000
-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000	-00,360000
-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000	-00,350000
-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000	-00,340000
-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000	-00,330000
-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000	-00,320000
-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000	-00,310000
-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000	-00,300000
-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000	-00,290000
-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000	-00,280000
-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000	-00,270000
-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000	-00,260000
-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000	-00,250000
